Translated_Comment,Cleaned_Translated_Comment,Sentiment_Scores,Sentiment_Compound,Sentiment_Label
"This woman Carla Jones said the US is making a mistake if Trump withdrawn from WHO. She's a simple minded person and very naive. The US should form it's own Health Organization without CCP ( Chinese Communists Party ) infiltration. In fact, UN should be defunct as it is also fully infiltrated by the CCP through corruption just like the WHO. Both organizations no longer serve its founding principle based on democracy but by the CCP directive policy. Note, the US is the majority financial contributor for both UN & WHO.",this woman carla jones said the us is making a mistake if trump withdrawn from who shes a simple minded person and very naive the us should form its own health organization without ccp chinese communists party infiltration in fact un should be defunct as it is also fully infiltrated by the ccp through corruption just like the who both organizations no longer serve its founding principle based on democracy but by the ccp directive policy note the us is the majority financial contributor for both un who,"{'neg': 0.055, 'neu': 0.906, 'pos': 0.039, 'compound': -0.1018}",-0.1018,Negative
Sending prayers I hope we donâ€:trade_mark:t have another year like 2020 sending everyone love over there:),sending prayers i hope we donâtrade_markt have another year like 2020 sending everyone love over there,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.8625}",0.8625,Positive
Here she comes again,here she comes again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Dump and russian-republican science deniars will celebrate again when the virus hist liberal states, then they will play the victim when it affects them.",dump and russianrepublican science deniars will celebrate again when the virus hist liberal states then they will play the victim when it affects them,"{'neg': 0.153, 'neu': 0.649, 'pos': 0.198, 'compound': 0.34}",0.34,Positive
China has to realize that Taiwan is and always will be recognized as a sovereign nation apart from the communist Chinese mainland.,china has to realize that taiwan is and always will be recognized as a sovereign nation apart from the communist chinese mainland,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"African-made EVs sound like a really bad idea. Chinese-made BYD cars already go up in flames so I can only imagine how poorly made the African ones will be, especially from Tanzania. Africa needs to start off making small appliances like fans, air conditioners, and smart phones and gradually move up to cars. This will not end well.",africanmade evs sound like a really bad idea chinesemade byd cars already go up in flames so i can only imagine how poorly made the african ones will be especially from tanzania africa needs to start off making small appliances like fans air conditioners and smart phones and gradually move up to cars this will not end well,"{'neg': 0.085, 'neu': 0.799, 'pos': 0.116, 'compound': 0.2716}",0.2716,Positive
"Over a million Americans did not die from C19, they tested positive with the virus, they died with the virus but not from the virus, most died of serious secondary illnesses such as cancer, heart disease, diabetes, etc. Look it up on the US Health Agency websites.",over a million americans did not die from c19 they tested positive with the virus they died with the virus but not from the virus most died of serious secondary illnesses such as cancer heart disease diabetes etc look it up on the us health agency websites,"{'neg': 0.288, 'neu': 0.565, 'pos': 0.147, 'compound': -0.8936}",-0.8936,Negative
Those covipoison jabs really knackered people's immune systems.,those covipoison jabs really knackered peoples immune systems,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.3535}",0.3535,Positive
What is the R factor? Probably much lower than covid. That's the most important but nobody talks about that.,what is the r factor probably much lower than covid thats the most important but nobody talks about that,"{'neg': 0.079, 'neu': 0.844, 'pos': 0.077, 'compound': -0.0138}",-0.0138,Neutral
Mmmm... what a doll.,mmmm what a doll,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"West Taiwan Tofu Dreg Lithium Fireworks Sweatshop ""Brings Your Demise"" vs Anti Repair Tesla ðŸ˜†",west taiwan tofu dreg lithium fireworks sweatshop brings your demise vs anti repair tesla ðÿ,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negative
(Province Name) State Sponsored University Biolab Knockoff Unit 731 Tofu Umbrella Corporation? ðŸ˜…,province name state sponsored university biolab knockoff unit 731 tofu umbrella corporation ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Again the ****ing CCP PRC Chi-na.,again the ing ccp prc china,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"5:23  ""re-e-e-solution""  This woman is obviously a robot pretending to be a human.",523 reeesolution this woman is obviously a robot pretending to be a human,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.1027}",0.1027,Positive
Trump won so the CCP released a new virus.,trump won so the ccp released a new virus,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}",0.5719,Positive
Sorry to say this... But.. Iris ðŸ˜...,sorry to say this but iris ðÿ,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.0387}",-0.0387,Neutral
"MOST FOOD YOU EAT IN CHINA ARE FAKE, TOXIC AND THE WATER YOU DRINK IS POLLUTED SO YOU CAN EASILY GET SICK BECAUSE YOUR IMMUNE IS WEAKEND.",most food you eat in china are fake toxic and the water you drink is polluted so you can easily get sick because your immune is weakend,"{'neg': 0.259, 'neu': 0.607, 'pos': 0.134, 'compound': -0.6743}",-0.6743,Negative
Close all airlines goin in and out chinaðŸ˜‚ðŸ˜‚ðŸ˜‚,close all airlines goin in and out chinaðÿðÿðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Nothing made in china here. China products banned and boycotted here.,nothing made in china here china products banned and boycotted here,"{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.6908}",-0.6908,Negative
After the logic of the usa CHINA should ban the Iphone on its territory?,after the logic of the usa china should ban the iphone on its territory,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
ðŸŽ‰ Merry Christmas everyone.God is with us!,ðÿž merry christmas everyonegod is with us,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.5423}",0.5423,Positive
Taiwan is part of China. The argument that itâ€:trade_mark:s not has nothing to do with history nor proximity but rather political ideology. Itâ€:trade_mark:s populated by Chinese people who have deep ties with the mainland and the decades of propaganda by the defeated political ideology and western powers is what has separated Taiwan from China along with Chinas incapacity at the time to merge the Taiwanese state into China. No system is perfect but Iâ€:trade_mark:d suggest that what China will offer will be exponentially more beneficial for Taiwan and itâ€:trade_mark:s people. The west has a habit of dropping countries like a hot turd.,taiwan is part of china the argument that itâtrade_marks not has nothing to do with history nor proximity but rather political ideology itâtrade_marks populated by chinese people who have deep ties with the mainland and the decades of propaganda by the defeated political ideology and western powers is what has separated taiwan from china along with chinas incapacity at the time to merge the taiwanese state into china no system is perfect but iâtrade_markd suggest that what china will offer will be exponentially more beneficial for taiwan and itâtrade_marks people the west has a habit of dropping countries like a hot turd,"{'neg': 0.094, 'neu': 0.8, 'pos': 0.106, 'compound': 0.5251}",0.5251,Positive
All of this Chinese rebranding crap. Metapneumovirus = Common Chest Cold. This entire video is Chinese propaganda.,all of this chinese rebranding crap metapneumovirus common chest cold this entire video is chinese propaganda,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
The UN & WHO need to be gone.,the un who need to be gone,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"â­• Sign up for our NEWSLETTER and stay in touchðŸ‘‰https://www.ntd.com/newsletter.htm
ðŸ”´ THE FINAL WAR is a documentary that uncovers the Chinese Communist Partyâ€:trade_mark:s 100-year plot to defeat America.ðŸ‘‰ðŸ‘‰https://ept.ms/3V3NfV9
ðŸ”¥ BEST OFFER EVER  https://ept.ms/1For2Months-Tiffany",â sign up for our newsletter and stay in touchðÿ ðÿ the final war is a documentary that uncovers the chinese communist partyâtrade_marks 100year plot to defeat americaðÿðÿ ðÿ best offer ever,"{'neg': 0.172, 'neu': 0.723, 'pos': 0.105, 'compound': -0.4019}",-0.4019,Negative
 have played this game before 5 years age just follow my instructions ðŸ:trade_mark:ðŸ˜—ðŸ˜†,have played this game before 5 years age just follow my instructions ðÿtrade_markðÿðÿ,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.34}",0.34,Positive
 have exam in school am not ready for online class,have exam in school am not ready for online class,"{'neg': 0.19, 'neu': 0.81, 'pos': 0.0, 'compound': -0.2755}",-0.2755,Negative
 think I have it.   I'm in MN USA,think i have it im in mn usa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Man not this again guess im gonna go back to minecraft,man not this again guess im gonna go back to minecraft,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Doc oromi on YouTube channel I can't imagine if you're human with the level of you being extraordinary thanks for the herbs I'm really Negative of HSVâ€¢ðŸ’•,doc oromi on youtube channel i cant imagine if youre human with the level of you being extraordinary thanks for the herbs im really negative of hsvâðÿ,"{'neg': 0.125, 'neu': 0.784, 'pos': 0.091, 'compound': -0.2716}",-0.2716,Negative
What did they cook this time ?,what did they cook this time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
China's COVID-19 Deaths Will Die by 50 PercentðŸ‡¨ðŸ‡³,chinas covid19 deaths will die by 50 percentðÿðÿ³,"{'neg': 0.358, 'neu': 0.642, 'pos': 0.0, 'compound': -0.5994}",-0.5994,Negative
 knew it this year was starting with Wednesday thirsteday friday and that mean wtf and that also happend in 2021ðŸ¤§ pls stay safeðŸ«¶,knew it this year was starting with wednesday thirsteday friday and that mean wtf and that also happend in 2021ðÿ pls stay safeðÿ,"{'neg': 0.146, 'neu': 0.805, 'pos': 0.05, 'compound': -0.5423}",-0.5423,Negative
Well its just the same as other like RSV  it happen all around the world  and usually   on cold season,well its just the same as other like rsv it happen all around the world and usually on cold season,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.5574}",0.5574,Positive
Someone really Hates China.,someone really hates china,"{'neg': 0.516, 'neu': 0.484, 'pos': 0.0, 'compound': -0.4927}",-0.4927,Negative
NOOO IM GONNA FAIL SCHOOL AGAIN,nooo im gonna fail school again,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative
No need to worry.............now I'm really worried,no need to worrynow im really worried,"{'neg': 0.484, 'neu': 0.516, 'pos': 0.0, 'compound': -0.5709}",-0.5709,Negative
Shit how will I pass my grade now ðŸ˜­ðŸ˜­,shit how will i pass my grade now ðÿðÿ,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
Round 2! Fight!!,round 2 fight,"{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.3818}",-0.3818,Negative
 have survived this pandemic beforeðŸ—£ðŸ—£ ahh moment,have survived this pandemic beforeðÿðÿ ahh moment,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}",0.5106,Positive
Not new but it does have any vaccine or cureðŸ¤·,not new but it does have any vaccine or cureðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Covid 20 ahh,covid 20 ahh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Predicting that in 2030 there will also be a world spreading virus like hmpv and Covid 19,predicting that in 2030 there will also be a world spreading virus like hmpv and covid 19,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",0.3612,Positive
Not this again  truly a WTF year,not this again truly a wtf year,"{'neg': 0.554, 'neu': 0.446, 'pos': 0.0, 'compound': -0.7356}",-0.7356,Negative
"""IVE PLAYED THESE GAMES BEFORE ðŸ—£""",ive played these games before ðÿ,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.34}",0.34,Positive
"Nonsense! This is a report from the Financial Express on 8 January, ""No report on unusual HMPV outbreak from China yet; expected surge so far: WHO"". Irresponsible reporting to cause global panic.",nonsense this is a report from the financial express on 8 january no report on unusual hmpv outbreak from china yet expected surge so far who irresponsible reporting to cause global panic,"{'neg': 0.289, 'neu': 0.711, 'pos': 0.0, 'compound': -0.885}",-0.885,Negative
