Cleaned_Translated_Comment,VADER_Sentiment,Label_Encoded_Sentiment
close the boarder tavel frm china all over the wirld,Neutral,1
now your immune system is shot from first 2 jabs naturally cant prove this very good,Positive,2
there was conspiracy that we will get a new covid last year or this year,Negative,0
ehhh wonder what buffs they gave this update,Neutral,1
unless chinese stop eating bats snakes frogs crows lizards they remain dangerous suppliers of suspicious infections for rest of the world,Negative,0
china is into biological weapon,Negative,0
its too late it already hit america my entire family and me has pneumonia  also some coughing up blood in the hospital im at right now,Neutral,1
they eating anything thats why,Neutral,1
please collect correct information these and all old video in the year of 2020 if do not know dont post wrong one though our friends do live there,Positive,2
gods judgement has come home to that country,Neutral,1
as soon as donald trump is going back in power this is happening again,Neutral,1
please dont tell me this could be whats in this mysterious fog ,Positive,2
wtf literally is this a new cycle again,Negative,0
again oh god china is a serious problem for humanity,Negative,0
vaccinate using whatever covid vaccine you used in 2020 and 2021,Neutral,1
lets not close any borders that might make sense lets wear masks and social distance and stay in your house cant fix stupid,Positive,2
again this we havent forgotten the effect covid19 and here in another chaos again may the almight god stop this from spreading around the globe,Negative,0
it sounds like china is trying to disappear more people,Positive,2
off to a good start in 2025,Positive,2
god is this sht ever going to be over and with trump in office the health system is screwed,Negative,0
chinese should stop eating bats n garbage and spare the world from repeat pandemics,Negative,0
and yet the our government denies it in phillipines,Negative,0
the airport should be closed,Neutral,1
just close the airport,Neutral,1
china is fooling the world again fake virus hidden agenda,Negative,0
this time well not survive,Positive,2
china stop eating snakes bats dogs and every living creatures not everything is edible we cant do this again ,Negative,0
start buy restricting travel out of china,Negative,0
you are using footages from covid,Neutral,1
these idiots mustnt be allowed to travel to other countries and spread the virus,Neutral,1
bring on the stimulus checks im healthy n ready,Positive,2
old videos are being presented as if they are current how much were you compensated for this  let us share with the poorer indians,Negative,0
for godsake ban all chinese travellers right now,Negative,0
the ccp most likly released this into their own population just to cull the herd,Neutral,1
its clear that the hospitals are overloaded do they have reserves or are they only built for the average in the statistics is there a gp practice there so that you dont have to go to the hospital every time no matter what you have the problems with food that is fake and full of toxins very good for the human immune system then the bad air which is slowly getting better there but has polluted peoples lungs fine dust etc megacities are always a place where things can spread easily its all connected people its madarinen its winter i also read that during covid she took antibiotics as a preventative measure which is the stupidest thing you can do it just causes more problems they should take an example from other countries when something breaks out somewhere the who gets information straight away sends people there to check and analyze it with the best laboratories in the world that are there for that china is embarrassing they dont want to lose face again but i dont think they realize that they lost it a long time ago i dont know how it is in other cultures but i havent heard of any other country that behaves like that in africa last year virus x was something mysterious no problem it was researched by the who and laboratories and scientists around the world the cause etc was found thats it,Negative,0
